Mary Brown's Chicken, /mary-browns-chicken-and-taters-dougall-avenue
Matter of Taste, /matter-of-taste
MD Sports Bar and Smokehouse, /md-sports-bar-and-smokehouse
Mediterranean Seafood, /mediterranean-seafood-980-parent-avenue
Metro - Fresh 2 Go, /metro-fresh-2-go-howard
Mezzo Ristorante Takeout, /mezzo-takeout
Milos Greek Grill, /milos-greekgrill
Ming Wah Chinese Buffet, /ming-wah-chinese-buffet
Mirchi Hakka and Indian Cuisine, /mirchi-hakka-and-indian-cuisine
Miss Shawarma Plus, /miss-shawarma-plus-windsor
Moe Joe Pizza Wings and More, /moe-joe-pizza-wings-and-more-wyandotte-drive-east
Monaco Lebanese Grill, /monaco-lebanese-grill
Mucho Burrito, /mucho-burrito-howard-ave
Mumma's Burritos, /mummas-burritos-huron-church
Naija Foodeats, /naija-foodeats
Naples Pizza, /naples-pizza-prince-road
Nik's Variety, /niks-variety
Niko Sushi, /niko-sushi
Niko Sushi: Bar & Grill, /niko-sushi-bar-and-grill
Nizam Pastry, /nizam-pastry
Nooch. A Vegan Eatery, /nooch-a-vegan-eatery
O Sushi, /o-sushi-tecumseh
O'Maggio's Kildare House, /o-maggios-kildare-house
Odd Burger, /odd-burger-13458
Oishii Sushi, /oishii-sushi-tecumseh
OPA! of Windsor, /opa-of-windsor-tecumesh
Original Guys Pizza Pies, /original-guys-pizza-pies-windsor
Osmow's, /osmows-wyandotte-street-west
Oven 360, /oven-360
Oven 360 Emeryville, /oven-360-emeryville
Paratha Junction, /paratha-junction-university
Parks & Rec, /parks-and-rec
Paul's Kitchen, /paul-s-kitchen-dougall-ave
Pepitos Grilled Subs, /pepitos-grilled-subs-howard-ave
Persian Kabob and Sandwiches, /persian-kabob-and-sandwiches
Pho Mango, /pho-mango
Picasso Pizza & Pasta, /picasso-pizza-and-pasta
Pita Pit, /pita-pit-howard-ave
Pizza Bella, /pizza-bella-parent-avenue
Pizza Depot, /pizza-depot-provincial-road
Pizza Hut, /pizza-hut-talbot-essex
Pizza Pizza, /pizza-pizza-ouellette
Pizza Plus Curry House, /pizza-plus-curry-house-wyandotte-st
Pizzaway, /pizzaway-dougall-avenue
Plant Joy, /plant-joy
Popeyes Louisiana Kitchen, /popeyes-louisiana-chicken-howard-avenue
Popular Pizza, /popular-pizza-wyandotte
Presotea, /presotea-manning
Punjaabi Indian Cuisine, /punjaabi-indian-cuisine-oullette-ave
Punjab BBQ, /punjab-bbq-essex-county-rd-22
Punjabi Chaap Corner, /punjabi-chaap-corner-wyandotte
Q-Tea Asian Food & Bubble Tea, /q-tea-asian-food-and-bubble-tea-sandwich-street
Qdoba Mexican Eats, /qdoba-mexican-eats
Quesada Burritos & Tacos, /quesada-burritos-and-tacos-ouellette-avenue
Rangeela Paan, /rangeela-paan-wyandotte
Rasoi, /rasoi-tecumseh
Red Lobster, /red-lobster-tecumseh-rd
Red Swan Pizza, /red-swan-pizza-manning-road
Ricky Ticky Tacos, /ricky-ticky-tacos-dougall
Ring-a-Wing, /ring-a-wing-tecumseh
Ring-O-Lings, /ring-o-lings-howard-ave
Riso Kitchen, /riso-kitchen
Roast 'N Toast Family Diner, /roast-n-toast-family-diner
Rosa's Pizza, /rosas-pizza-walker-rd
Roti Bowl & Soul, /roti-bowl-and-soul
Royal Paan, /royal-paan-ouellette-ave
Royal Spice, /Royal-Spice-Amy-Croft-Drive
Saigon House, /saigon-house-wyandotte-street-west
Salt Sushi, /salt-sushi-amy-croft
Sam Street Food, /sam-street-food
Sam's Pizzeria and Cantina, /sams-pizzeria-and-cantina
Sandbar Waterfront Grill, /sandbar-waterfront-grill
Sandwich and Kabsa Hub, /sandwich-and-kabsa-hub
Service Market, /service-market
Shanghai Bistro, /shanghai-bistro
Shawarma Shack Restaurant, /shawarma-shack-restaurant-walker-road
Shin Shin Chinese Restaurant, /shin-shin-chinese-restaurant-university-avenue
Sidelines Sports Bar and Grill, /sidelines-sports-bar-and-grill-2675-lauzon-road
Signature Subs Wings and Wraps, /signature-subs-wings-and-wraps
Simon's Prime Hamburgers, /simon's-prime-hamburgers-3580-tecumseh-road-east
Sir Cedric's Fish & Chips, /sir-cedrics-fish-and-chips
Sir Cedrics Fish Chips LaSalle, /sir-cedrics-fish-chips-lasalle-front-road
Sitara Authentic Indian Cuisine, /sitara-authentic-indian-cuisine
Smash Tomato, /smash-tomato
Smoke & Spice Southern Barbeque, /smoke-and-spice-tecumseh-road-east
Smokies BBQ, /smokies-bbq-windsor
Sofos, /sofos
Soup R Salads, /soup-r-salads-howard-avenue
Souq Lebanese Grill, /souq-howard-avenue
Spice India, /spice-india-tecumseh-road-east
Spoontastic Treats, /spoontastic-treats
Stathis Grill, /stathis-grill-college
Stelly's Cuisine and Catering, /stellys-cuisine-and-catering
Subway, /subway-981-front-road
Sugar Marmalade, /sugar-marmalade-wyandotte-street-west
Sultani Grill & Shawarma, /sultani-grill-and-shawarma
Sun Hong BBQ, /sun-hong-bbq
Sunset Grill, /sunset-grill-division-road
Sushi Bar Inc., /sushi-bar-inc
Suzie's Grill Cafe, /suzies-grill-cafe
Sweet Chili, /sweet-chili-wyandotte-st-w
Swiss Chalet, /swiss-chalet-walker
Syd's Sandwich Co., /syds-sandwich-co-park
T. Kettle, /t-kettle-howard-avenue
Taco Bell, /taco-bell-tecumseh-rd-windsor
Taka Japanese & Thai, /taka-japanese-and-thai
Tarboosh Middle Eastern Bakery and Grill, /tarboosh-middle-eastern-bakery-and-grill
Tastyritos Mexican Grill, /tastyritos-mexican-grill
Taystee Grill, /taystee-grill
TeaStation Bubble Tea, /teastation-bubble-tea
Tenko Sushi, /tenko-sushi-walker-rd
Terra Cotta Pizzeria, /terra-cotta-pizzeria
The Beer Store, /The-beer-store-1050-walker-road
The Bull N Barrel, /the-bull-n-barrel
the dotte, /the-dotte-wyandotte-st-e
The Early Bird Cantina, /the-early-bird-cantina
The Frying Saucer, /the-frying-saucer-janette
The Fusion Bar and Cafe, /the-fusion-bar-and-cafe
The Goat, /the-goat-essex-county-road-22nd
The Harvest Table, /the-harvest-table
The Lumberjack Restaurant, /the-lumberjack-restaurant
The Meal Prep Company, /the-meal-prep-company-3850
The Mini Restaurant, /the-mini-restaurant
The Original Gino's Pizza, /the-original-ginos-pizza-huron-church-road
The Parlour Ice Cream Co., /the-parlour-ice-cream-co
The Pastry Place, /the-pastry-place-dougall-ave
The Patio Lounge, /the-patio-lounge
The Springwell, /the-springwell-malden-road
The Sushi California, /the-sushi-california-university-avenue-west
The Thirsty Butler, /the-thirsty-butler
The Times Cafe And Bake Shoppe, /the-times-cafe-and-bake-shoppe
Thomson Baking Co., /thomson-baking-co
Thyme Kitchen, /thyme-kitchen-ouellette-avenue
Tim Hortons, /tim-hortons-tecumseh-road-west
TOAST Restaurant, /toast-restaurant-erie-street-e
Toasty's Grilled Cheese & Salad Bar, /toastys-grilled-cheese-and-salad-bar
Tony Blaks - Union Bakery, /tony-blaks-ottawa-st
Treehouse Bar & Grill, /treehouse-bar-grill
Turbo Espresso Bar, /turbo-espresso-bar-ouellette-avenue
U-Noodles, /unoodles
Uptown Restaurant, /uptown-restaurant
Vichos Lounge, /vichos-lounge-3052
Victoria Latina Restaurant, /victoria-latina-restaurant
Vittorio's Trattoria (Slice of Italy), /vittorio-trattoria-forest-glade
Walker's Grill, /walker-grill
Walkerville Brewery, /walkerville-brewery
Wendy's, /wendys-walker-rd
Wild Burger, /Wild-burger-3100
Wild Wing, /wild-wing-tecumseh
Windsor Biryani House, /Windsor-Biryani
Windsor Café N Cuisine, /windsor-cafe-n-cuisine
Windsor Cake Emporium, /windsor-tea-emporium
Windsor Kabob House, /windsor-kabob-house
Windsor Palace Restaurant, /windsor-palace-restaurant
Windsor Seoul, /windsor-seoul-wyandotte-st-w
Wine Rack, /wine-rack-malden-road
Wineology Bar & Restaurant, /wineology-bar-and-restaurant
WingStreet only at Pizza Hut, /wingstreet-only-at-pizza-hut-tecumseh
Wsc Kitchen, /wsc-kitchen
Xaco Taco, /xaco-taco-cabana-road-east
Yalla Nakol, /yalla-nakol
Yemen Stars Restaurant, /yemen-stars-restaurant
Yu's Kitchen, /yus-kitchen-13502
Yum Yum Pizza, /yum-yum-pizza
